[True, False, True]
Run timestamp: 05102023_213259_9.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '1000000.0', '--contrastive_logits_pos_ratio', '0.015625', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '100.0', '--lambda_l1_addon', '100.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_9']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8855; val_auprc_score: 0.9802; val_best_acc_score: 0.9181; val_best_f1_score: 0.9551; train_kl_reg_loss: 16670.3848; train_edge_recon_loss: 649107.6971; train_cat_covariates_contrastive_loss: 949008.6723; train_gene_expr_recon_loss: 2760750.2590; train_masked_gp_l1_reg_loss: 12969.5304; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 29976.6735; train_global_loss: 4418483.2160; train_optim_loss: 4418483.2160; val_kl_reg_loss: 18286.3446; val_edge_recon_loss: 650290.4248; val_cat_covariates_contrastive_loss: 952269.5345; val_gene_expr_recon_loss: 2522185.5455; val_masked_gp_l1_reg_loss: 13632.5498; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16436.9453; val_global_loss: 4173101.3480; val_optim_loss: 4173101.3480
Epoch 22/400 |█-------------------| 5.5% val_auroc_score: 0.9285; val_auprc_score: 0.9872; val_best_acc_score: 0.9344; val_best_f1_score: 0.9634; train_kl_reg_loss: 41181.9533; train_edge_recon_loss: 616358.5569; train_cat_covariates_contrastive_loss: 957013.2861; train_gene_expr_recon_loss: 2098019.3536; train_masked_gp_l1_reg_loss: 20458.7186; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13866.3999; train_global_loss: 3746898.2659; train_optim_loss: 3746898.2659; val_kl_reg_loss: 40137.6864; val_edge_recon_loss: 639672.0760; val_cat_covariates_contrastive_loss: 958317.9304; val_gene_expr_recon_loss: 2095472.4163; val_masked_gp_l1_reg_loss: 20575.6875; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13883.5781; val_global_loss: 3768059.3580; val_optim_loss: 3768059.3580
Epoch 23/400 |█-------------------| 5.8% val_auroc_score: 0.9258; val_auprc_score: 0.9863; val_best_acc_score: 0.9348; val_best_f1_score: 0.9637; train_kl_reg_loss: 41118.1968; train_edge_recon_loss: 618296.9305; train_cat_covariates_contrastive_loss: 956858.5185; train_gene_expr_recon_loss: 2094965.4597; train_masked_gp_l1_reg_loss: 20634.1299; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13906.8729; train_global_loss: 3745780.1069; train_optim_loss: 3745780.1069; val_kl_reg_loss: 40791.1229; val_edge_recon_loss: 638540.9448; val_cat_covariates_contrastive_loss: 955592.8991; val_gene_expr_recon_loss: 2094270.5444; val_masked_gp_l1_reg_loss: 20710.9766; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13949.8320; val_global_loss: 3763856.2693; val_optim_loss: 3763856.2693
Epoch 24/400 |█-------------------| 6.0% val_auroc_score: 0.9289; val_auprc_score: 0.9867; val_best_acc_score: 0.9369; val_best_f1_score: 0.9648; train_kl_reg_loss: 685649213.6782; train_edge_recon_loss: 616800.1190; train_cat_covariates_contrastive_loss: 956677.8073; train_gene_expr_recon_loss: 2092760.3831; train_masked_gp_l1_reg_loss: 20795.2937; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13946.9121; train_global_loss: 689350180.3949; train_optim_loss: 689350180.3949; val_kl_reg_loss: 39733.9154; val_edge_recon_loss: 638349.5453; val_cat_covariates_contrastive_loss: 956313.0195; val_gene_expr_recon_loss: 2093665.9981; val_masked_gp_l1_reg_loss: 20869.6777; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13961.4102; val_global_loss: 3762893.7238; val_optim_loss: 3762893.7238
Epoch 25/400 |█-------------------| 6.2% val_auroc_score: 0.9294; val_auprc_score: 0.9872; val_best_acc_score: 0.9367; val_best_f1_score: 0.9648; train_kl_reg_loss: 39582.2923; train_edge_recon_loss: 616211.2139; train_cat_covariates_contrastive_loss: 956667.6936; train_gene_expr_recon_loss: 2091417.2048; train_masked_gp_l1_reg_loss: 20961.5926; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13998.7503; train_global_loss: 3738838.7446; train_optim_loss: 3738838.7446; val_kl_reg_loss: 39267.7651; val_edge_recon_loss: 634761.5611; val_cat_covariates_contrastive_loss: 956924.1258; val_gene_expr_recon_loss: 2089625.5278; val_masked_gp_l1_reg_loss: 21073.3984; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 14039.8838; val_global_loss: 3755692.4753; val_optim_loss: 3755692.4753
Epoch 26/400 |█-------------------| 6.5% val_auroc_score: 0.9074; val_auprc_score: 0.9833; val_best_acc_score: 0.9288; val_best_f1_score: 0.9607; train_kl_reg_loss: 31403.7177; train_edge_recon_loss: 623724.5209; train_cat_covariates_contrastive_loss: 955680.6491; train_gene_expr_recon_loss: 2032705.9130; train_masked_gp_l1_reg_loss: 21876.8709; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16482.2764; train_global_loss: 3681873.9499; train_optim_loss: 3681873.9499; val_kl_reg_loss: 1377223.6151; val_edge_recon_loss: 642326.1048; val_cat_covariates_contrastive_loss: 953430.2928; val_gene_expr_recon_loss: 2002524.0579; val_masked_gp_l1_reg_loss: 19983.1719; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 14760.3711; val_global_loss: 5010247.5224; val_optim_loss: 5010247.5224
Epoch 27/400 |█-------------------| 6.8% val_auroc_score: 0.9120; val_auprc_score: 0.9840; val_best_acc_score: 0.9302; val_best_f1_score: 0.9614; train_kl_reg_loss: 240335.7560; train_edge_recon_loss: 620530.9920; train_cat_covariates_contrastive_loss: 952425.3612; train_gene_expr_recon_loss: 1995843.3045; train_masked_gp_l1_reg_loss: 17379.1229; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 14030.1848; train_global_loss: 3840544.7151; train_optim_loss: 3840544.7151; val_kl_reg_loss: 17948.9171; val_edge_recon_loss: 645355.7763; val_cat_covariates_contrastive_loss: 951784.0870; val_gene_expr_recon_loss: 1987997.7677; val_masked_gp_l1_reg_loss: 14680.4717; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13420.6074; val_global_loss: 3631187.5401; val_optim_loss: 3631187.5401
Epoch 28/400 |█-------------------| 7.0% val_auroc_score: 0.9163; val_auprc_score: 0.9848; val_best_acc_score: 0.9309; val_best_f1_score: 0.9618; train_kl_reg_loss: 26532.9005; train_edge_recon_loss: 620016.3873; train_cat_covariates_contrastive_loss: 951865.8687; train_gene_expr_recon_loss: 1985779.3357; train_masked_gp_l1_reg_loss: 12793.6597; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13033.4163; train_global_loss: 3610021.5717; train_optim_loss: 3610021.5717; val_kl_reg_loss: 17541.0032; val_edge_recon_loss: 637246.4177; val_cat_covariates_contrastive_loss: 952298.7027; val_gene_expr_recon_loss: 1982747.4236; val_masked_gp_l1_reg_loss: 11418.8848; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12713.1123; val_global_loss: 3613965.5548; val_optim_loss: 3613965.5548
Epoch 29/400 |█-------------------| 7.2% val_auroc_score: 0.9168; val_auprc_score: 0.9848; val_best_acc_score: 0.9298; val_best_f1_score: 0.9611; train_kl_reg_loss: 97250.4650; train_edge_recon_loss: 616757.6679; train_cat_covariates_contrastive_loss: 951731.8901; train_gene_expr_recon_loss: 1977730.2138; train_masked_gp_l1_reg_loss: 11090.7319; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12529.3132; train_global_loss: 3667090.2863; train_optim_loss: 3667090.2863; val_kl_reg_loss: 41209.5893; val_edge_recon_loss: 642246.5358; val_cat_covariates_contrastive_loss: 953014.5835; val_gene_expr_recon_loss: 1974400.6404; val_masked_gp_l1_reg_loss: 10989.3340; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12483.3164; val_global_loss: 3634343.8495; val_optim_loss: 3634343.8495
Epoch 30/400 |█-------------------| 7.5% val_auroc_score: 0.9177; val_auprc_score: 0.9849; val_best_acc_score: 0.9324; val_best_f1_score: 0.9625; train_kl_reg_loss: 21098.0352; train_edge_recon_loss: 614999.6286; train_cat_covariates_contrastive_loss: 951377.9632; train_gene_expr_recon_loss: 1973020.8608; train_masked_gp_l1_reg_loss: 11048.6118; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12492.6914; train_global_loss: 3584037.7937; train_optim_loss: 3584037.7937; val_kl_reg_loss: 18169.3491; val_edge_recon_loss: 640778.3410; val_cat_covariates_contrastive_loss: 951007.1854; val_gene_expr_recon_loss: 1969737.9522; val_masked_gp_l1_reg_loss: 11109.5410; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12490.1104; val_global_loss: 3603292.3302; val_optim_loss: 3603292.3302
Epoch 31/400 |█-------------------| 7.8% val_auroc_score: 0.9177; val_auprc_score: 0.9850; val_best_acc_score: 0.9308; val_best_f1_score: 0.9616; train_kl_reg_loss: 20381.8244; train_edge_recon_loss: 615080.9362; train_cat_covariates_contrastive_loss: 951257.9643; train_gene_expr_recon_loss: 1967489.3259; train_masked_gp_l1_reg_loss: 11170.7576; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12532.4374; train_global_loss: 3577913.2437; train_optim_loss: 3577913.2437; val_kl_reg_loss: 18473.3671; val_edge_recon_loss: 638273.8507; val_cat_covariates_contrastive_loss: 950417.9929; val_gene_expr_recon_loss: 1965336.2731; val_masked_gp_l1_reg_loss: 11229.6006; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12559.7070; val_global_loss: 3596290.7392; val_optim_loss: 3596290.7392
Epoch 32/400 |█-------------------| 8.0% val_auroc_score: 0.9167; val_auprc_score: 0.9847; val_best_acc_score: 0.9312; val_best_f1_score: 0.9619; train_kl_reg_loss: 20052.5359; train_edge_recon_loss: 615840.4900; train_cat_covariates_contrastive_loss: 951185.6577; train_gene_expr_recon_loss: 1962738.2568; train_masked_gp_l1_reg_loss: 11298.0379; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12593.3335; train_global_loss: 3573708.3145; train_optim_loss: 3573708.3145; val_kl_reg_loss: 17982.0460; val_edge_recon_loss: 637198.0685; val_cat_covariates_contrastive_loss: 951052.3279; val_gene_expr_recon_loss: 1959711.2851; val_masked_gp_l1_reg_loss: 11365.4287; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12613.2598; val_global_loss: 3589922.4807; val_optim_loss: 3589922.4807
Epoch 33/400 |█-------------------| 8.2% val_auroc_score: 0.9211; val_auprc_score: 0.9857; val_best_acc_score: 0.9336; val_best_f1_score: 0.9632; train_kl_reg_loss: 1171881876.1144; train_edge_recon_loss: 615083.3264; train_cat_covariates_contrastive_loss: 951043.8805; train_gene_expr_recon_loss: 1958047.0302; train_masked_gp_l1_reg_loss: 11411.2230; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12644.1379; train_global_loss: 1175430091.6898; train_optim_loss: 1175430091.6898; val_kl_reg_loss: 18024.9316; val_edge_recon_loss: 636412.1209; val_cat_covariates_contrastive_loss: 950971.6443; val_gene_expr_recon_loss: 1954956.2195; val_masked_gp_l1_reg_loss: 11464.3633; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12658.2080; val_global_loss: 3584487.4144; val_optim_loss: 3584487.4144
Epoch 34/400 |█-------------------| 8.5% val_auroc_score: 0.9177; val_auprc_score: 0.9848; val_best_acc_score: 0.9315; val_best_f1_score: 0.9620; train_kl_reg_loss: 19650.1412; train_edge_recon_loss: 614648.2358; train_cat_covariates_contrastive_loss: 951083.7162; train_gene_expr_recon_loss: 1954205.0087; train_masked_gp_l1_reg_loss: 11536.3315; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12684.7149; train_global_loss: 3563808.1467; train_optim_loss: 3563808.1467; val_kl_reg_loss: 17591.2142; val_edge_recon_loss: 636760.2318; val_cat_covariates_contrastive_loss: 950893.1744; val_gene_expr_recon_loss: 1950422.6435; val_masked_gp_l1_reg_loss: 11602.0244; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12708.7158; val_global_loss: 3579978.0162; val_optim_loss: 3579978.0162
Epoch 35/400 |█-------------------| 8.8% val_auroc_score: 0.9205; val_auprc_score: 0.9855; val_best_acc_score: 0.9329; val_best_f1_score: 0.9627; train_kl_reg_loss: 19363.6102; train_edge_recon_loss: 614184.4889; train_cat_covariates_contrastive_loss: 950960.0220; train_gene_expr_recon_loss: 1950237.5974; train_masked_gp_l1_reg_loss: 11685.3090; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12769.1906; train_global_loss: 3559200.2208; train_optim_loss: 3559200.2208; val_kl_reg_loss: 17430.3122; val_edge_recon_loss: 637678.7865; val_cat_covariates_contrastive_loss: 951090.3046; val_gene_expr_recon_loss: 1947324.5548; val_masked_gp_l1_reg_loss: 11764.7383; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12802.0674; val_global_loss: 3578090.7160; val_optim_loss: 3578090.7160
Epoch 36/400 |█-------------------| 9.0% val_auroc_score: 0.9200; val_auprc_score: 0.9852; val_best_acc_score: 0.9319; val_best_f1_score: 0.9621; train_kl_reg_loss: 18997.9980; train_edge_recon_loss: 615455.8551; train_cat_covariates_contrastive_loss: 950797.2778; train_gene_expr_recon_loss: 1946551.9536; train_masked_gp_l1_reg_loss: 11836.5591; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12830.3875; train_global_loss: 3556470.0304; train_optim_loss: 3556470.0304; val_kl_reg_loss: 17892.5526; val_edge_recon_loss: 641156.7844; val_cat_covariates_contrastive_loss: 950070.7679; val_gene_expr_recon_loss: 1944161.1505; val_masked_gp_l1_reg_loss: 11897.9922; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12840.5186; val_global_loss: 3578019.7654; val_optim_loss: 3578019.7654
Epoch 37/400 |█-------------------| 9.2% val_auroc_score: 0.9208; val_auprc_score: 0.9855; val_best_acc_score: 0.9328; val_best_f1_score: 0.9627; train_kl_reg_loss: 18850.8342; train_edge_recon_loss: 613209.2812; train_cat_covariates_contrastive_loss: 950658.9245; train_gene_expr_recon_loss: 1943157.0066; train_masked_gp_l1_reg_loss: 11965.0604; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12883.3624; train_global_loss: 3550724.4734; train_optim_loss: 3550724.4734; val_kl_reg_loss: 17871.7429; val_edge_recon_loss: 636657.2677; val_cat_covariates_contrastive_loss: 949864.7413; val_gene_expr_recon_loss: 1941141.1393; val_masked_gp_l1_reg_loss: 12030.8779; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12933.3867; val_global_loss: 3570499.3881; val_optim_loss: 3570499.3881
Epoch 38/400 |█-------------------| 9.5% val_auroc_score: 0.9230; val_auprc_score: 0.9860; val_best_acc_score: 0.9343; val_best_f1_score: 0.9634; train_kl_reg_loss: 18653.6928; train_edge_recon_loss: 614889.1354; train_cat_covariates_contrastive_loss: 950645.4705; train_gene_expr_recon_loss: 1940351.0668; train_masked_gp_l1_reg_loss: 12078.8627; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12954.3408; train_global_loss: 3549572.5677; train_optim_loss: 3549572.5677; val_kl_reg_loss: 17582.4377; val_edge_recon_loss: 637530.8931; val_cat_covariates_contrastive_loss: 950523.0779; val_gene_expr_recon_loss: 1939492.4525; val_masked_gp_l1_reg_loss: 12122.8711; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12999.5029; val_global_loss: 3570251.1096; val_optim_loss: 3570251.1096
Epoch 39/400 |█-------------------| 9.8% val_auroc_score: 0.9186; val_auprc_score: 0.9851; val_best_acc_score: 0.9323; val_best_f1_score: 0.9624; train_kl_reg_loss: 18576.0467; train_edge_recon_loss: 612918.8218; train_cat_covariates_contrastive_loss: 950491.0108; train_gene_expr_recon_loss: 1937759.3404; train_masked_gp_l1_reg_loss: 12168.9793; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13003.5888; train_global_loss: 3544917.7861; train_optim_loss: 3544917.7861; val_kl_reg_loss: 18207.5016; val_edge_recon_loss: 632518.2755; val_cat_covariates_contrastive_loss: 949812.0727; val_gene_expr_recon_loss: 1934437.6979; val_masked_gp_l1_reg_loss: 12210.9590; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13041.2461; val_global_loss: 3560227.8002; val_optim_loss: 3560227.8002
Epoch 40/400 |██------------------| 10.0% val_auroc_score: 0.9247; val_auprc_score: 0.9862; val_best_acc_score: 0.9332; val_best_f1_score: 0.9629; train_kl_reg_loss: 18438.4011; train_edge_recon_loss: 612175.0450; train_cat_covariates_contrastive_loss: 950391.5354; train_gene_expr_recon_loss: 1935686.2243; train_masked_gp_l1_reg_loss: 12246.1411; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13051.4361; train_global_loss: 3541988.7858; train_optim_loss: 3541988.7858; val_kl_reg_loss: 17571.3767; val_edge_recon_loss: 639841.6103; val_cat_covariates_contrastive_loss: 950203.4547; val_gene_expr_recon_loss: 1933873.3414; val_masked_gp_l1_reg_loss: 12287.9307; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13084.7627; val_global_loss: 3566862.5394; val_optim_loss: 3566862.5394
Epoch 41/400 |██------------------| 10.2% val_auroc_score: 0.9231; val_auprc_score: 0.9861; val_best_acc_score: 0.9337; val_best_f1_score: 0.9631; train_kl_reg_loss: 205401.2078; train_edge_recon_loss: 612679.0066; train_cat_covariates_contrastive_loss: 950274.3074; train_gene_expr_recon_loss: 1933058.7010; train_masked_gp_l1_reg_loss: 12316.9523; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13089.1046; train_global_loss: 3726819.2728; train_optim_loss: 3726819.2728; val_kl_reg_loss: 18183.4998; val_edge_recon_loss: 631099.9063; val_cat_covariates_contrastive_loss: 949472.9828; val_gene_expr_recon_loss: 1932269.7894; val_masked_gp_l1_reg_loss: 12350.7920; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13113.3320; val_global_loss: 3556490.1736; val_optim_loss: 3556490.1736
Epoch 42/400 |██------------------| 10.5% val_auroc_score: 0.9236; val_auprc_score: 0.9862; val_best_acc_score: 0.9345; val_best_f1_score: 0.9637; train_kl_reg_loss: 22684.1381; train_edge_recon_loss: 612185.0499; train_cat_covariates_contrastive_loss: 950306.3845; train_gene_expr_recon_loss: 1931316.6509; train_masked_gp_l1_reg_loss: 12383.0329; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13121.4803; train_global_loss: 3541996.7374; train_optim_loss: 3541996.7374; val_kl_reg_loss: 17797.2920; val_edge_recon_loss: 630467.1335; val_cat_covariates_contrastive_loss: 949905.7481; val_gene_expr_recon_loss: 1929694.9884; val_masked_gp_l1_reg_loss: 12407.1221; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13136.6582; val_global_loss: 3553408.9198; val_optim_loss: 3553408.9198
Epoch 43/400 |██------------------| 10.8% val_auroc_score: 0.9233; val_auprc_score: 0.9857; val_best_acc_score: 0.9347; val_best_f1_score: 0.9637; train_kl_reg_loss: 18484.8790; train_edge_recon_loss: 613053.9852; train_cat_covariates_contrastive_loss: 950302.9613; train_gene_expr_recon_loss: 1928146.3904; train_masked_gp_l1_reg_loss: 12430.7126; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13157.3495; train_global_loss: 3535576.2752; train_optim_loss: 3535576.2752; val_kl_reg_loss: 17209.9735; val_edge_recon_loss: 638994.7744; val_cat_covariates_contrastive_loss: 950024.7292; val_gene_expr_recon_loss: 1926341.9402; val_masked_gp_l1_reg_loss: 12468.9463; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13169.7842; val_global_loss: 3558210.1690; val_optim_loss: 3558210.1690
Epoch 44/400 |██------------------| 11.0% val_auroc_score: 0.9232; val_auprc_score: 0.9858; val_best_acc_score: 0.9338; val_best_f1_score: 0.9632; train_kl_reg_loss: 18282.2299; train_edge_recon_loss: 614338.5103; train_cat_covariates_contrastive_loss: 950420.9675; train_gene_expr_recon_loss: 1926547.9671; train_masked_gp_l1_reg_loss: 12504.4652; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13187.5550; train_global_loss: 3535281.6955; train_optim_loss: 3535281.6955; val_kl_reg_loss: 17381.2014; val_edge_recon_loss: 639721.3247; val_cat_covariates_contrastive_loss: 949826.8366; val_gene_expr_recon_loss: 1924962.7843; val_masked_gp_l1_reg_loss: 12546.9551; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13210.2598; val_global_loss: 3557649.3951; val_optim_loss: 3557649.3951
Epoch 45/400 |██------------------| 11.2% val_auroc_score: 0.9250; val_auprc_score: 0.9864; val_best_acc_score: 0.9326; val_best_f1_score: 0.9625; train_kl_reg_loss: 18153.6362; train_edge_recon_loss: 612226.9668; train_cat_covariates_contrastive_loss: 950278.9157; train_gene_expr_recon_loss: 1924449.7872; train_masked_gp_l1_reg_loss: 12587.0790; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13226.8739; train_global_loss: 3530923.2605; train_optim_loss: 3530923.2605; val_kl_reg_loss: 17189.7960; val_edge_recon_loss: 635622.4955; val_cat_covariates_contrastive_loss: 950664.5972; val_gene_expr_recon_loss: 1922604.7851; val_masked_gp_l1_reg_loss: 12639.2686; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13255.6094; val_global_loss: 3551976.4267; val_optim_loss: 3551976.4267
Epoch 46/400 |██------------------| 11.5% val_auroc_score: 0.9250; val_auprc_score: 0.9863; val_best_acc_score: 0.9336; val_best_f1_score: 0.9629; train_kl_reg_loss: 18117.9649; train_edge_recon_loss: 613360.1942; train_cat_covariates_contrastive_loss: 950144.8550; train_gene_expr_recon_loss: 1922501.9696; train_masked_gp_l1_reg_loss: 12689.2909; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13288.1491; train_global_loss: 3530102.4262; train_optim_loss: 3530102.4262; val_kl_reg_loss: 17474.8174; val_edge_recon_loss: 641619.9062; val_cat_covariates_contrastive_loss: 949723.2658; val_gene_expr_recon_loss: 1920807.6335; val_masked_gp_l1_reg_loss: 12738.1143; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13306.6709; val_global_loss: 3555670.3704; val_optim_loss: 3555670.3704
Epoch 47/400 |██------------------| 11.8% val_auroc_score: 0.9243; val_auprc_score: 0.9863; val_best_acc_score: 0.9334; val_best_f1_score: 0.9630; train_kl_reg_loss: 18056.1128; train_edge_recon_loss: 612590.9338; train_cat_covariates_contrastive_loss: 950135.5143; train_gene_expr_recon_loss: 1921386.2522; train_masked_gp_l1_reg_loss: 12786.3867; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13329.5531; train_global_loss: 3528284.7529; train_optim_loss: 3528284.7529; val_kl_reg_loss: 17207.1909; val_edge_recon_loss: 633724.0496; val_cat_covariates_contrastive_loss: 950550.5168; val_gene_expr_recon_loss: 1917701.4715; val_masked_gp_l1_reg_loss: 12829.7578; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13343.8662; val_global_loss: 3545356.7284; val_optim_loss: 3545356.7284
