[True, False, True]
Run timestamp: 05102023_213259_5.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '1000000.0', '--contrastive_logits_pos_ratio', '0.0078125', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_5']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8675; val_auprc_score: 0.9748; val_best_acc_score: 0.9163; val_best_f1_score: 0.9540; train_kl_reg_loss: 15963.4757; train_edge_recon_loss: 644045.5619; train_cat_covariates_contrastive_loss: 949030.1912; train_gene_expr_recon_loss: 2633649.8581; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 4242689.0904; train_optim_loss: 4242689.0904; val_kl_reg_loss: 18922.5707; val_edge_recon_loss: 656817.9051; val_cat_covariates_contrastive_loss: 948043.2450; val_gene_expr_recon_loss: 2310336.0386; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3934119.7554; val_optim_loss: 3934119.7554
Epoch 23/400 |█-------------------| 5.8% val_auroc_score: 0.9319; val_auprc_score: 0.9874; val_best_acc_score: 0.9426; val_best_f1_score: 0.9681; train_kl_reg_loss: 26108.9872; train_edge_recon_loss: 607503.8302; train_cat_covariates_contrastive_loss: 949383.8111; train_gene_expr_recon_loss: 1930209.0654; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3513205.6955; train_optim_loss: 3513205.6955; val_kl_reg_loss: 25745.6231; val_edge_recon_loss: 618357.2498; val_cat_covariates_contrastive_loss: 950293.6647; val_gene_expr_recon_loss: 1930487.4610; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3524884.0015; val_optim_loss: 3524884.0015
Epoch 24/400 |█-------------------| 6.0% val_auroc_score: 0.9307; val_auprc_score: 0.9865; val_best_acc_score: 0.9412; val_best_f1_score: 0.9672; train_kl_reg_loss: 25983.7548; train_edge_recon_loss: 607049.5056; train_cat_covariates_contrastive_loss: 949396.0370; train_gene_expr_recon_loss: 1926173.2130; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3508602.5085; train_optim_loss: 3508602.5085; val_kl_reg_loss: 26428.3897; val_edge_recon_loss: 637914.0506; val_cat_covariates_contrastive_loss: 949032.9199; val_gene_expr_recon_loss: 1927149.0451; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3540524.3997; val_optim_loss: 3540524.3997
Epoch 25/400 |█-------------------| 6.2% val_auroc_score: 0.9331; val_auprc_score: 0.9873; val_best_acc_score: 0.9421; val_best_f1_score: 0.9678; train_kl_reg_loss: 25834.5067; train_edge_recon_loss: 606780.5939; train_cat_covariates_contrastive_loss: 949311.9133; train_gene_expr_recon_loss: 1922463.9496; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3504390.9627; train_optim_loss: 3504390.9627; val_kl_reg_loss: 25636.3785; val_edge_recon_loss: 627576.5291; val_cat_covariates_contrastive_loss: 949532.4674; val_gene_expr_recon_loss: 1922516.6813; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3525262.0602; val_optim_loss: 3525262.0602
Epoch 26/400 |█-------------------| 6.5% val_auroc_score: 0.9296; val_auprc_score: 0.9870; val_best_acc_score: 0.9411; val_best_f1_score: 0.9673; train_kl_reg_loss: 24029.5866; train_edge_recon_loss: 610919.8922; train_cat_covariates_contrastive_loss: 951933.8397; train_gene_expr_recon_loss: 1749188.7956; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3336072.1149; train_optim_loss: 3336072.1149; val_kl_reg_loss: 13685.6365; val_edge_recon_loss: 625426.4741; val_cat_covariates_contrastive_loss: 950574.1296; val_gene_expr_recon_loss: 1726023.7616; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3315709.9892; val_optim_loss: 3315709.9892
Epoch 27/400 |█-------------------| 6.8% val_auroc_score: 0.9285; val_auprc_score: 0.9865; val_best_acc_score: 0.9403; val_best_f1_score: 0.9668; train_kl_reg_loss: 20370.6340; train_edge_recon_loss: 609145.3813; train_cat_covariates_contrastive_loss: 949230.1732; train_gene_expr_recon_loss: 1717387.3560; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3296133.5439; train_optim_loss: 3296133.5439; val_kl_reg_loss: 15138.4476; val_edge_recon_loss: 631197.7323; val_cat_covariates_contrastive_loss: 948201.5579; val_gene_expr_recon_loss: 1711021.8221; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3305559.5586; val_optim_loss: 3305559.5586
Epoch 28/400 |█-------------------| 7.0% val_auroc_score: 0.9308; val_auprc_score: 0.9872; val_best_acc_score: 0.9404; val_best_f1_score: 0.9669; train_kl_reg_loss: 18681.3549; train_edge_recon_loss: 608338.3432; train_cat_covariates_contrastive_loss: 948205.8526; train_gene_expr_recon_loss: 1703413.2218; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3278638.7725; train_optim_loss: 3278638.7725; val_kl_reg_loss: 15244.8202; val_edge_recon_loss: 628321.3544; val_cat_covariates_contrastive_loss: 949397.4724; val_gene_expr_recon_loss: 1696943.2963; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3289906.9383; val_optim_loss: 3289906.9383
Epoch 29/400 |█-------------------| 7.2% val_auroc_score: 0.9281; val_auprc_score: 0.9860; val_best_acc_score: 0.9408; val_best_f1_score: 0.9671; train_kl_reg_loss: 18033.3651; train_edge_recon_loss: 610312.9308; train_cat_covariates_contrastive_loss: 947925.7832; train_gene_expr_recon_loss: 1691904.9918; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3268177.0722; train_optim_loss: 3268177.0722; val_kl_reg_loss: 15746.8928; val_edge_recon_loss: 633356.9884; val_cat_covariates_contrastive_loss: 947612.5584; val_gene_expr_recon_loss: 1687618.7704; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3284335.2083; val_optim_loss: 3284335.2083
Epoch 30/400 |█-------------------| 7.5% val_auroc_score: 0.9308; val_auprc_score: 0.9869; val_best_acc_score: 0.9410; val_best_f1_score: 0.9673; train_kl_reg_loss: 17849.7025; train_edge_recon_loss: 606505.9242; train_cat_covariates_contrastive_loss: 948031.2408; train_gene_expr_recon_loss: 1682368.4353; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3254755.2997; train_optim_loss: 3254755.2997; val_kl_reg_loss: 15402.8971; val_edge_recon_loss: 624240.6225; val_cat_covariates_contrastive_loss: 948052.6682; val_gene_expr_recon_loss: 1678265.2450; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3265961.4375; val_optim_loss: 3265961.4375
Epoch 31/400 |█-------------------| 7.8% val_auroc_score: 0.9289; val_auprc_score: 0.9868; val_best_acc_score: 0.9405; val_best_f1_score: 0.9671; train_kl_reg_loss: 17450.7821; train_edge_recon_loss: 607488.5004; train_cat_covariates_contrastive_loss: 947691.0547; train_gene_expr_recon_loss: 1675884.4018; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3248514.7382; train_optim_loss: 3248514.7382; val_kl_reg_loss: 15887.2875; val_edge_recon_loss: 620289.9151; val_cat_covariates_contrastive_loss: 947908.9749; val_gene_expr_recon_loss: 1672245.1613; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3256331.3465; val_optim_loss: 3256331.3465
Epoch 32/400 |█-------------------| 8.0% val_auroc_score: 0.9303; val_auprc_score: 0.9869; val_best_acc_score: 0.9400; val_best_f1_score: 0.9667; train_kl_reg_loss: 17182.1785; train_edge_recon_loss: 606491.9465; train_cat_covariates_contrastive_loss: 947610.4793; train_gene_expr_recon_loss: 1668194.9208; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3239479.5271; train_optim_loss: 3239479.5271; val_kl_reg_loss: 16322.1683; val_edge_recon_loss: 628513.4221; val_cat_covariates_contrastive_loss: 947889.6647; val_gene_expr_recon_loss: 1673016.3032; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3265741.5556; val_optim_loss: 3265741.5556
Epoch 33/400 |█-------------------| 8.2% val_auroc_score: 0.9288; val_auprc_score: 0.9866; val_best_acc_score: 0.9415; val_best_f1_score: 0.9676; train_kl_reg_loss: 16966.7464; train_edge_recon_loss: 607083.6334; train_cat_covariates_contrastive_loss: 947465.1302; train_gene_expr_recon_loss: 1662567.9079; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3234083.4172; train_optim_loss: 3234083.4172; val_kl_reg_loss: 16289.9363; val_edge_recon_loss: 620618.7316; val_cat_covariates_contrastive_loss: 947266.0922; val_gene_expr_recon_loss: 1660307.5239; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3244482.2724; val_optim_loss: 3244482.2724
Epoch 34/400 |█-------------------| 8.5% val_auroc_score: 0.9288; val_auprc_score: 0.9867; val_best_acc_score: 0.9413; val_best_f1_score: 0.9675; train_kl_reg_loss: 16847.3225; train_edge_recon_loss: 606689.9634; train_cat_covariates_contrastive_loss: 947369.7252; train_gene_expr_recon_loss: 1657565.8985; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3228472.9088; train_optim_loss: 3228472.9088; val_kl_reg_loss: 16211.5238; val_edge_recon_loss: 622385.0223; val_cat_covariates_contrastive_loss: 947107.4371; val_gene_expr_recon_loss: 1654558.6123; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3240262.5918; val_optim_loss: 3240262.5918
Epoch 35/400 |█-------------------| 8.8% val_auroc_score: 0.9315; val_auprc_score: 0.9869; val_best_acc_score: 0.9409; val_best_f1_score: 0.9672; train_kl_reg_loss: 16950.6995; train_edge_recon_loss: 607234.6599; train_cat_covariates_contrastive_loss: 947670.8976; train_gene_expr_recon_loss: 1650955.2035; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3222811.4611; train_optim_loss: 3222811.4611; val_kl_reg_loss: 15129.8928; val_edge_recon_loss: 633939.6030; val_cat_covariates_contrastive_loss: 947334.8077; val_gene_expr_recon_loss: 1645219.3688; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3241623.6744; val_optim_loss: 3241623.6744
Epoch 36/400 |█-------------------| 9.0% val_auroc_score: 0.9296; val_auprc_score: 0.9866; val_best_acc_score: 0.9406; val_best_f1_score: 0.9670; train_kl_reg_loss: 16844.5583; train_edge_recon_loss: 605358.9105; train_cat_covariates_contrastive_loss: 947468.0738; train_gene_expr_recon_loss: 1643884.5320; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3213556.0731; train_optim_loss: 3213556.0731; val_kl_reg_loss: 14948.4821; val_edge_recon_loss: 623214.8061; val_cat_covariates_contrastive_loss: 947936.6553; val_gene_expr_recon_loss: 1641576.1439; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3227676.0733; val_optim_loss: 3227676.0733
Epoch 37/400 |█-------------------| 9.2% val_auroc_score: 0.9294; val_auprc_score: 0.9864; val_best_acc_score: 0.9407; val_best_f1_score: 0.9671; train_kl_reg_loss: 16547.3133; train_edge_recon_loss: 607468.2143; train_cat_covariates_contrastive_loss: 947293.4458; train_gene_expr_recon_loss: 1639374.6015; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3210683.5740; train_optim_loss: 3210683.5740; val_kl_reg_loss: 14972.6522; val_edge_recon_loss: 631445.6544; val_cat_covariates_contrastive_loss: 947921.8584; val_gene_expr_recon_loss: 1637511.8677; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3231852.0255; val_optim_loss: 3231852.0255
Epoch 38/400 |█-------------------| 9.5% val_auroc_score: 0.9307; val_auprc_score: 0.9870; val_best_acc_score: 0.9406; val_best_f1_score: 0.9671; train_kl_reg_loss: 16304.2108; train_edge_recon_loss: 605837.1981; train_cat_covariates_contrastive_loss: 947068.1968; train_gene_expr_recon_loss: 1634609.9751; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3203819.5816; train_optim_loss: 3203819.5816; val_kl_reg_loss: 15312.9137; val_edge_recon_loss: 626919.5949; val_cat_covariates_contrastive_loss: 946960.8632; val_gene_expr_recon_loss: 1633588.6215; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3222782.0062; val_optim_loss: 3222782.0062
Epoch 39/400 |█-------------------| 9.8% val_auroc_score: 0.9344; val_auprc_score: 0.9878; val_best_acc_score: 0.9422; val_best_f1_score: 0.9678; train_kl_reg_loss: 16139.2881; train_edge_recon_loss: 606525.4357; train_cat_covariates_contrastive_loss: 946930.9516; train_gene_expr_recon_loss: 1631382.7443; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3200978.4183; train_optim_loss: 3200978.4183; val_kl_reg_loss: 15115.5241; val_edge_recon_loss: 626184.1529; val_cat_covariates_contrastive_loss: 947584.3534; val_gene_expr_recon_loss: 1632359.1026; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3221243.1312; val_optim_loss: 3221243.1312
Epoch 40/400 |██------------------| 10.0% val_auroc_score: 0.9328; val_auprc_score: 0.9873; val_best_acc_score: 0.9417; val_best_f1_score: 0.9676; train_kl_reg_loss: 15996.6841; train_edge_recon_loss: 604943.3583; train_cat_covariates_contrastive_loss: 946902.2683; train_gene_expr_recon_loss: 1630476.3681; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3198318.6815; train_optim_loss: 3198318.6815; val_kl_reg_loss: 14828.5470; val_edge_recon_loss: 632002.2604; val_cat_covariates_contrastive_loss: 947631.1109; val_gene_expr_recon_loss: 1629014.6671; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3223476.5872; val_optim_loss: 3223476.5872
Epoch 41/400 |██------------------| 10.2% val_auroc_score: 0.9316; val_auprc_score: 0.9870; val_best_acc_score: 0.9412; val_best_f1_score: 0.9673; train_kl_reg_loss: 15879.9370; train_edge_recon_loss: 605311.9834; train_cat_covariates_contrastive_loss: 946901.5499; train_gene_expr_recon_loss: 1628075.4035; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3196168.8752; train_optim_loss: 3196168.8752; val_kl_reg_loss: 15259.9016; val_edge_recon_loss: 632080.6383; val_cat_covariates_contrastive_loss: 946788.0745; val_gene_expr_recon_loss: 1626683.6998; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3220812.3179; val_optim_loss: 3220812.3179
Epoch 42/400 |██------------------| 10.5% val_auroc_score: 0.9309; val_auprc_score: 0.9868; val_best_acc_score: 0.9421; val_best_f1_score: 0.9678; train_kl_reg_loss: 15749.1704; train_edge_recon_loss: 605424.4993; train_cat_covariates_contrastive_loss: 946708.2229; train_gene_expr_recon_loss: 1626047.7248; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3193929.6166; train_optim_loss: 3193929.6166; val_kl_reg_loss: 15291.9643; val_edge_recon_loss: 621686.2525; val_cat_covariates_contrastive_loss: 946780.8302; val_gene_expr_recon_loss: 1625704.3611; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3209463.4059; val_optim_loss: 3209463.4059
Epoch 43/400 |██------------------| 10.8% val_auroc_score: 0.9308; val_auprc_score: 0.9868; val_best_acc_score: 0.9423; val_best_f1_score: 0.9680; train_kl_reg_loss: 15682.4995; train_edge_recon_loss: 606328.9218; train_cat_covariates_contrastive_loss: 946748.0554; train_gene_expr_recon_loss: 1624246.2064; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3193005.6834; train_optim_loss: 3193005.6834; val_kl_reg_loss: 15416.5564; val_edge_recon_loss: 624260.9428; val_cat_covariates_contrastive_loss: 946421.5664; val_gene_expr_recon_loss: 1622364.7924; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3208463.8596; val_optim_loss: 3208463.8596
Epoch 44/400 |██------------------| 11.0% val_auroc_score: 0.9349; val_auprc_score: 0.9880; val_best_acc_score: 0.9428; val_best_f1_score: 0.9683; train_kl_reg_loss: 15614.1040; train_edge_recon_loss: 605070.4163; train_cat_covariates_contrastive_loss: 946640.2375; train_gene_expr_recon_loss: 1621456.7382; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3188781.4967; train_optim_loss: 3188781.4967; val_kl_reg_loss: 14867.4737; val_edge_recon_loss: 621431.8536; val_cat_covariates_contrastive_loss: 947167.1782; val_gene_expr_recon_loss: 1618258.1640; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3201724.6775; val_optim_loss: 3201724.6775
Epoch 45/400 |██------------------| 11.2% val_auroc_score: 0.9324; val_auprc_score: 0.9873; val_best_acc_score: 0.9421; val_best_f1_score: 0.9678; train_kl_reg_loss: 15617.3926; train_edge_recon_loss: 604762.5094; train_cat_covariates_contrastive_loss: 946544.7555; train_gene_expr_recon_loss: 1616982.3719; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3183907.0299; train_optim_loss: 3183907.0299; val_kl_reg_loss: 15122.6686; val_edge_recon_loss: 626302.0949; val_cat_covariates_contrastive_loss: 946342.8210; val_gene_expr_recon_loss: 1614029.7867; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3201797.3688; val_optim_loss: 3201797.3688
Epoch 46/400 |██------------------| 11.5% val_auroc_score: 0.9322; val_auprc_score: 0.9871; val_best_acc_score: 0.9434; val_best_f1_score: 0.9686; train_kl_reg_loss: 15527.0517; train_edge_recon_loss: 605344.2328; train_cat_covariates_contrastive_loss: 946491.2591; train_gene_expr_recon_loss: 1612717.2838; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3180079.8264; train_optim_loss: 3180079.8264; val_kl_reg_loss: 14743.5588; val_edge_recon_loss: 623994.2953; val_cat_covariates_contrastive_loss: 946806.3941; val_gene_expr_recon_loss: 1615921.4221; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3201465.6752; val_optim_loss: 3201465.6752
Epoch 47/400 |██------------------| 11.8% val_auroc_score: 0.9326; val_auprc_score: 0.9874; val_best_acc_score: 0.9420; val_best_f1_score: 0.9678; train_kl_reg_loss: 15499.4869; train_edge_recon_loss: 603841.5912; train_cat_covariates_contrastive_loss: 946411.8738; train_gene_expr_recon_loss: 1612347.3571; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3178100.3069; train_optim_loss: 3178100.3069; val_kl_reg_loss: 14721.3488; val_edge_recon_loss: 625170.5199; val_cat_covariates_contrastive_loss: 946899.3229; val_gene_expr_recon_loss: 1611449.7319; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3198240.9213; val_optim_loss: 3198240.9213
Epoch 48/400 |██------------------| 12.0% val_auroc_score: 0.9307; val_auprc_score: 0.9870; val_best_acc_score: 0.9408; val_best_f1_score: 0.9671; train_kl_reg_loss: 15529.6120; train_edge_recon_loss: 605670.8997; train_cat_covariates_contrastive_loss: 946609.3268; train_gene_expr_recon_loss: 1610037.3933; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3177847.2342; train_optim_loss: 3177847.2342; val_kl_reg_loss: 14706.8275; val_edge_recon_loss: 624523.0421; val_cat_covariates_contrastive_loss: 946348.4578; val_gene_expr_recon_loss: 1609579.8167; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3195158.1412; val_optim_loss: 3195158.1412
