[True, False, True]
Run timestamp: 05102023_213300_18.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '15', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '1000000.0', '--contrastive_logits_pos_ratio', '0.015625', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '100.0', '--lambda_l1_addon', '100.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_18']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 48, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 48, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8960; val_auprc_score: 0.9817; val_best_acc_score: 0.9225; val_best_f1_score: 0.9573; train_kl_reg_loss: 14665.9071; train_edge_recon_loss: 638367.8464; train_cat_covariates_contrastive_loss: 948387.2641; train_gene_expr_recon_loss: 2763279.1941; train_masked_gp_l1_reg_loss: 11008.1240; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 29121.2152; train_global_loss: 4404829.5538; train_optim_loss: 4404829.5538; val_kl_reg_loss: 19174.2792; val_edge_recon_loss: 648711.5632; val_cat_covariates_contrastive_loss: 948522.9394; val_gene_expr_recon_loss: 2526776.7785; val_masked_gp_l1_reg_loss: 12074.3916; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16342.8877; val_global_loss: 4171603.0532; val_optim_loss: 4171603.0532
Epoch 22/400 |█-------------------| 5.5% val_auroc_score: 0.9211; val_auprc_score: 0.9849; val_best_acc_score: 0.9352; val_best_f1_score: 0.9640; train_kl_reg_loss: 43674.0785; train_edge_recon_loss: 619524.9049; train_cat_covariates_contrastive_loss: 959218.4159; train_gene_expr_recon_loss: 2116703.1965; train_masked_gp_l1_reg_loss: 24256.6677; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 15384.2099; train_global_loss: 3778761.4714; train_optim_loss: 3778761.4714; val_kl_reg_loss: 44804.8571; val_edge_recon_loss: 643984.1000; val_cat_covariates_contrastive_loss: 957080.0801; val_gene_expr_recon_loss: 2111511.0760; val_masked_gp_l1_reg_loss: 21702.1992; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 14222.3193; val_global_loss: 3793304.6134; val_optim_loss: 3793304.6134
Epoch 23/400 |█-------------------| 5.8% val_auroc_score: 0.9260; val_auprc_score: 0.9862; val_best_acc_score: 0.9366; val_best_f1_score: 0.9647; train_kl_reg_loss: 42800.3743; train_edge_recon_loss: 615834.6139; train_cat_covariates_contrastive_loss: 958902.5780; train_gene_expr_recon_loss: 2101742.3648; train_masked_gp_l1_reg_loss: 20913.9714; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13856.4492; train_global_loss: 3754050.3534; train_optim_loss: 3754050.3534; val_kl_reg_loss: 43122.0579; val_edge_recon_loss: 636207.5721; val_cat_covariates_contrastive_loss: 957472.7496; val_gene_expr_recon_loss: 2099953.4267; val_masked_gp_l1_reg_loss: 20540.2949; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13650.1816; val_global_loss: 3770946.3040; val_optim_loss: 3770946.3040
Epoch 24/400 |█-------------------| 6.0% val_auroc_score: 0.9266; val_auprc_score: 0.9864; val_best_acc_score: 0.9360; val_best_f1_score: 0.9644; train_kl_reg_loss: 41539.8424; train_edge_recon_loss: 617630.4806; train_cat_covariates_contrastive_loss: 958738.7919; train_gene_expr_recon_loss: 2091322.8714; train_masked_gp_l1_reg_loss: 20475.1229; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13634.4772; train_global_loss: 3743341.5844; train_optim_loss: 3743341.5844; val_kl_reg_loss: 40935.2235; val_edge_recon_loss: 636867.6294; val_cat_covariates_contrastive_loss: 958075.5804; val_gene_expr_recon_loss: 2090561.2955; val_masked_gp_l1_reg_loss: 20483.0820; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13616.3457; val_global_loss: 3760538.9776; val_optim_loss: 3760538.9776
Epoch 25/400 |█-------------------| 6.2% val_auroc_score: 0.9288; val_auprc_score: 0.9867; val_best_acc_score: 0.9365; val_best_f1_score: 0.9645; train_kl_reg_loss: 40885.1658; train_edge_recon_loss: 617464.9959; train_cat_covariates_contrastive_loss: 958413.4258; train_gene_expr_recon_loss: 2084076.0101; train_masked_gp_l1_reg_loss: 20585.5270; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13646.3362; train_global_loss: 3735071.4614; train_optim_loss: 3735071.4614; val_kl_reg_loss: 39532.5215; val_edge_recon_loss: 643759.9105; val_cat_covariates_contrastive_loss: 958387.5376; val_gene_expr_recon_loss: 2086003.1925; val_masked_gp_l1_reg_loss: 20681.7070; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13683.5566; val_global_loss: 3762048.4066; val_optim_loss: 3762048.4066
Epoch 26/400 |█-------------------| 6.5% val_auroc_score: 0.9110; val_auprc_score: 0.9840; val_best_acc_score: 0.9294; val_best_f1_score: 0.9609; train_kl_reg_loss: 28067.9615; train_edge_recon_loss: 623737.5854; train_cat_covariates_contrastive_loss: 953889.0791; train_gene_expr_recon_loss: 1965693.3047; train_masked_gp_l1_reg_loss: 20636.5691; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16552.6416; train_global_loss: 3608577.1360; train_optim_loss: 3608577.1360; val_kl_reg_loss: 13484.0532; val_edge_recon_loss: 638630.3954; val_cat_covariates_contrastive_loss: 952410.7452; val_gene_expr_recon_loss: 1925191.5478; val_masked_gp_l1_reg_loss: 18121.0566; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 14327.8438; val_global_loss: 3562165.4938; val_optim_loss: 3562165.4938
Epoch 27/400 |█-------------------| 6.8% val_auroc_score: 0.9166; val_auprc_score: 0.9847; val_best_acc_score: 0.9304; val_best_f1_score: 0.9614; train_kl_reg_loss: 21218.5576; train_edge_recon_loss: 617962.5257; train_cat_covariates_contrastive_loss: 951303.6516; train_gene_expr_recon_loss: 1912194.3731; train_masked_gp_l1_reg_loss: 15227.8171; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13500.9920; train_global_loss: 3531407.9176; train_optim_loss: 3531407.9176; val_kl_reg_loss: 13696.9014; val_edge_recon_loss: 643317.4333; val_cat_covariates_contrastive_loss: 951929.7101; val_gene_expr_recon_loss: 1904396.6196; val_masked_gp_l1_reg_loss: 12445.0977; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12781.5410; val_global_loss: 3538567.1605; val_optim_loss: 3538567.1605
Epoch 28/400 |█-------------------| 7.0% val_auroc_score: 0.9137; val_auprc_score: 0.9838; val_best_acc_score: 0.9304; val_best_f1_score: 0.9614; train_kl_reg_loss: 19372.7292; train_edge_recon_loss: 617138.1461; train_cat_covariates_contrastive_loss: 950404.5257; train_gene_expr_recon_loss: 1896901.9467; train_masked_gp_l1_reg_loss: 10657.1478; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12293.7930; train_global_loss: 3506768.2911; train_optim_loss: 3506768.2911; val_kl_reg_loss: 14393.4532; val_edge_recon_loss: 645646.8325; val_cat_covariates_contrastive_loss: 950004.5141; val_gene_expr_recon_loss: 1896613.9595; val_masked_gp_l1_reg_loss: 9400.7246; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11916.2188; val_global_loss: 3527975.7569; val_optim_loss: 3527975.7569
Epoch 29/400 |█-------------------| 7.2% val_auroc_score: 0.9200; val_auprc_score: 0.9850; val_best_acc_score: 0.9330; val_best_f1_score: 0.9628; train_kl_reg_loss: 17535.2963; train_edge_recon_loss: 614482.9614; train_cat_covariates_contrastive_loss: 950109.0706; train_gene_expr_recon_loss: 1888805.9379; train_masked_gp_l1_reg_loss: 8983.7325; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11709.4355; train_global_loss: 3491626.4364; train_optim_loss: 3491626.4364; val_kl_reg_loss: 14193.0670; val_edge_recon_loss: 641425.2949; val_cat_covariates_contrastive_loss: 949983.9327; val_gene_expr_recon_loss: 1887313.5085; val_masked_gp_l1_reg_loss: 8850.0537; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11623.5215; val_global_loss: 3513389.3025; val_optim_loss: 3513389.3025
Epoch 30/400 |█-------------------| 7.5% val_auroc_score: 0.9212; val_auprc_score: 0.9855; val_best_acc_score: 0.9335; val_best_f1_score: 0.9630; train_kl_reg_loss: 16677.0073; train_edge_recon_loss: 613916.7771; train_cat_covariates_contrastive_loss: 949797.6281; train_gene_expr_recon_loss: 1883522.2599; train_masked_gp_l1_reg_loss: 8914.6312; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11679.0664; train_global_loss: 3484507.3676; train_optim_loss: 3484507.3676; val_kl_reg_loss: 14468.2826; val_edge_recon_loss: 636062.2254; val_cat_covariates_contrastive_loss: 949035.1850; val_gene_expr_recon_loss: 1882776.4965; val_masked_gp_l1_reg_loss: 8981.2842; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11696.1387; val_global_loss: 3503019.6883; val_optim_loss: 3503019.6883
Epoch 31/400 |█-------------------| 7.8% val_auroc_score: 0.9203; val_auprc_score: 0.9849; val_best_acc_score: 0.9335; val_best_f1_score: 0.9630; train_kl_reg_loss: 16434.1416; train_edge_recon_loss: 611923.1899; train_cat_covariates_contrastive_loss: 949656.7200; train_gene_expr_recon_loss: 1878786.8887; train_masked_gp_l1_reg_loss: 9054.2952; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11757.1599; train_global_loss: 3477612.3984; train_optim_loss: 3477612.3984; val_kl_reg_loss: 14286.5033; val_edge_recon_loss: 640540.9401; val_cat_covariates_contrastive_loss: 949906.4298; val_gene_expr_recon_loss: 1879600.7747; val_masked_gp_l1_reg_loss: 9122.4482; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11792.0254; val_global_loss: 3505249.1535; val_optim_loss: 3505249.1535
Epoch 32/400 |█-------------------| 8.0% val_auroc_score: 0.9249; val_auprc_score: 0.9859; val_best_acc_score: 0.9348; val_best_f1_score: 0.9637; train_kl_reg_loss: 33936.1685; train_edge_recon_loss: 611777.9233; train_cat_covariates_contrastive_loss: 949543.7202; train_gene_expr_recon_loss: 1875047.3473; train_masked_gp_l1_reg_loss: 9170.8647; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11811.1794; train_global_loss: 3491287.2066; train_optim_loss: 3491287.2066; val_kl_reg_loss: 14260.9959; val_edge_recon_loss: 642699.2932; val_cat_covariates_contrastive_loss: 949993.4518; val_gene_expr_recon_loss: 1874863.9564; val_masked_gp_l1_reg_loss: 9229.7246; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11846.3926; val_global_loss: 3502893.9506; val_optim_loss: 3502893.9506
Epoch 33/400 |█-------------------| 8.2% val_auroc_score: 0.9244; val_auprc_score: 0.9864; val_best_acc_score: 0.9334; val_best_f1_score: 0.9629; train_kl_reg_loss: 574438.7137; train_edge_recon_loss: 611330.2081; train_cat_covariates_contrastive_loss: 949459.3090; train_gene_expr_recon_loss: 1872170.4928; train_masked_gp_l1_reg_loss: 9267.5201; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11855.3025; train_global_loss: 4028521.5607; train_optim_loss: 4028521.5607; val_kl_reg_loss: 14259.9301; val_edge_recon_loss: 636348.3188; val_cat_covariates_contrastive_loss: 950318.9257; val_gene_expr_recon_loss: 1872967.9884; val_masked_gp_l1_reg_loss: 9308.2188; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11865.7139; val_global_loss: 3495069.1628; val_optim_loss: 3495069.1628
Epoch 34/400 |█-------------------| 8.5% val_auroc_score: 0.9224; val_auprc_score: 0.9851; val_best_acc_score: 0.9345; val_best_f1_score: 0.9635; train_kl_reg_loss: 15565.8239; train_edge_recon_loss: 613288.3038; train_cat_covariates_contrastive_loss: 949262.4533; train_gene_expr_recon_loss: 1868943.2975; train_masked_gp_l1_reg_loss: 9345.6825; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11895.5362; train_global_loss: 3468301.1028; train_optim_loss: 3468301.1028; val_kl_reg_loss: 14320.8103; val_edge_recon_loss: 642760.4188; val_cat_covariates_contrastive_loss: 948778.4728; val_gene_expr_recon_loss: 1869973.8557; val_masked_gp_l1_reg_loss: 9392.9121; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11922.9688; val_global_loss: 3497149.5617; val_optim_loss: 3497149.5617
Epoch 35/400 |█-------------------| 8.8% val_auroc_score: 0.9231; val_auprc_score: 0.9860; val_best_acc_score: 0.9334; val_best_f1_score: 0.9629; train_kl_reg_loss: 15425.3759; train_edge_recon_loss: 611640.7698; train_cat_covariates_contrastive_loss: 949116.6510; train_gene_expr_recon_loss: 1865987.3913; train_masked_gp_l1_reg_loss: 9422.9601; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11921.9426; train_global_loss: 3463515.0925; train_optim_loss: 3463515.0925; val_kl_reg_loss: 14401.2623; val_edge_recon_loss: 633882.3696; val_cat_covariates_contrastive_loss: 949682.0069; val_gene_expr_recon_loss: 1868704.0278; val_masked_gp_l1_reg_loss: 9461.7949; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11926.2422; val_global_loss: 3488057.6744; val_optim_loss: 3488057.6744
Epoch 36/400 |█-------------------| 9.0% val_auroc_score: 0.9218; val_auprc_score: 0.9854; val_best_acc_score: 0.9342; val_best_f1_score: 0.9634; train_kl_reg_loss: 16169.3439; train_edge_recon_loss: 609520.4516; train_cat_covariates_contrastive_loss: 949383.8491; train_gene_expr_recon_loss: 1864666.7823; train_masked_gp_l1_reg_loss: 9497.2882; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11956.6214; train_global_loss: 3461194.3337; train_optim_loss: 3461194.3337; val_kl_reg_loss: 14043.2362; val_edge_recon_loss: 635466.9019; val_cat_covariates_contrastive_loss: 948801.8756; val_gene_expr_recon_loss: 1865478.0637; val_masked_gp_l1_reg_loss: 9544.1328; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11996.7217; val_global_loss: 3485331.0725; val_optim_loss: 3485331.0725
Epoch 37/400 |█-------------------| 9.2% val_auroc_score: 0.9245; val_auprc_score: 0.9861; val_best_acc_score: 0.9351; val_best_f1_score: 0.9639; train_kl_reg_loss: 192811.5488; train_edge_recon_loss: 611358.0412; train_cat_covariates_contrastive_loss: 949423.4494; train_gene_expr_recon_loss: 1862033.6123; train_masked_gp_l1_reg_loss: 9583.7681; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12003.8631; train_global_loss: 3637214.2773; train_optim_loss: 3637214.2773; val_kl_reg_loss: 13906.3524; val_edge_recon_loss: 630335.9193; val_cat_covariates_contrastive_loss: 949640.3389; val_gene_expr_recon_loss: 1860736.7998; val_masked_gp_l1_reg_loss: 9620.2227; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12021.7842; val_global_loss: 3476261.4151; val_optim_loss: 3476261.4151
Epoch 38/400 |█-------------------| 9.5% val_auroc_score: 0.9241; val_auprc_score: 0.9858; val_best_acc_score: 0.9344; val_best_f1_score: 0.9636; train_kl_reg_loss: 15195.6359; train_edge_recon_loss: 611973.8472; train_cat_covariates_contrastive_loss: 949133.4786; train_gene_expr_recon_loss: 1860331.9124; train_masked_gp_l1_reg_loss: 9656.8141; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12020.8494; train_global_loss: 3458312.5327; train_optim_loss: 3458312.5327; val_kl_reg_loss: 14022.6302; val_edge_recon_loss: 637002.2501; val_cat_covariates_contrastive_loss: 949067.8816; val_gene_expr_recon_loss: 1860260.8858; val_masked_gp_l1_reg_loss: 9687.7979; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12016.7988; val_global_loss: 3482058.1489; val_optim_loss: 3482058.1489
Epoch 39/400 |█-------------------| 9.8% val_auroc_score: 0.9256; val_auprc_score: 0.9862; val_best_acc_score: 0.9349; val_best_f1_score: 0.9639; train_kl_reg_loss: 15091.3741; train_edge_recon_loss: 610557.5513; train_cat_covariates_contrastive_loss: 949351.6736; train_gene_expr_recon_loss: 1857268.8497; train_masked_gp_l1_reg_loss: 9731.8201; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12053.0991; train_global_loss: 3454054.3731; train_optim_loss: 3454054.3731; val_kl_reg_loss: 13351.0764; val_edge_recon_loss: 632864.1608; val_cat_covariates_contrastive_loss: 949721.8343; val_gene_expr_recon_loss: 1858540.1755; val_masked_gp_l1_reg_loss: 9770.6328; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12061.5049; val_global_loss: 3476309.5023; val_optim_loss: 3476309.5023
Epoch 40/400 |██------------------| 10.0% val_auroc_score: 0.9257; val_auprc_score: 0.9863; val_best_acc_score: 0.9356; val_best_f1_score: 0.9642; train_kl_reg_loss: 40892721.9157; train_edge_recon_loss: 611178.7689; train_cat_covariates_contrastive_loss: 949530.4036; train_gene_expr_recon_loss: 1854450.1784; train_masked_gp_l1_reg_loss: 9806.6953; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12077.0685; train_global_loss: 44329763.7249; train_optim_loss: 44329763.7249; val_kl_reg_loss: 12749.9728; val_edge_recon_loss: 633900.3586; val_cat_covariates_contrastive_loss: 949806.5239; val_gene_expr_recon_loss: 1855508.3800; val_masked_gp_l1_reg_loss: 9846.5781; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12084.1787; val_global_loss: 3473895.9838; val_optim_loss: 3473895.9838
Epoch 41/400 |██------------------| 10.2% val_auroc_score: 0.9274; val_auprc_score: 0.9866; val_best_acc_score: 0.9361; val_best_f1_score: 0.9644; train_kl_reg_loss: 15002.1081; train_edge_recon_loss: 611349.8418; train_cat_covariates_contrastive_loss: 949356.3586; train_gene_expr_recon_loss: 1851625.5519; train_masked_gp_l1_reg_loss: 9879.6690; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12093.7000; train_global_loss: 3449307.2316; train_optim_loss: 3449307.2316; val_kl_reg_loss: 13166.0823; val_edge_recon_loss: 635882.8597; val_cat_covariates_contrastive_loss: 949289.0349; val_gene_expr_recon_loss: 1851396.3264; val_masked_gp_l1_reg_loss: 9914.4199; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12092.6357; val_global_loss: 3471741.5463; val_optim_loss: 3471741.5463
Epoch 42/400 |██------------------| 10.5% val_auroc_score: 0.9222; val_auprc_score: 0.9854; val_best_acc_score: 0.9350; val_best_f1_score: 0.9639; train_kl_reg_loss: 15134.9270; train_edge_recon_loss: 611437.3078; train_cat_covariates_contrastive_loss: 949893.6211; train_gene_expr_recon_loss: 1847628.5497; train_masked_gp_l1_reg_loss: 9949.2874; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12088.1538; train_global_loss: 3446131.8389; train_optim_loss: 3446131.8389; val_kl_reg_loss: 12173.9313; val_edge_recon_loss: 633303.8199; val_cat_covariates_contrastive_loss: 949205.4030; val_gene_expr_recon_loss: 1847894.4448; val_masked_gp_l1_reg_loss: 9983.2949; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12085.1572; val_global_loss: 3464646.0949; val_optim_loss: 3464646.0949
Epoch 43/400 |██------------------| 10.8% val_auroc_score: 0.9228; val_auprc_score: 0.9856; val_best_acc_score: 0.9357; val_best_f1_score: 0.9643; train_kl_reg_loss: 14707.1330; train_edge_recon_loss: 611797.2115; train_cat_covariates_contrastive_loss: 949450.9362; train_gene_expr_recon_loss: 1844449.7923; train_masked_gp_l1_reg_loss: 10019.8772; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12093.3283; train_global_loss: 3442518.2859; train_optim_loss: 3442518.2859; val_kl_reg_loss: 12657.9979; val_edge_recon_loss: 634867.9186; val_cat_covariates_contrastive_loss: 949303.2502; val_gene_expr_recon_loss: 1845782.8083; val_masked_gp_l1_reg_loss: 10049.9668; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12076.6709; val_global_loss: 3464738.7238; val_optim_loss: 3464738.7238
Epoch 44/400 |██------------------| 11.0% val_auroc_score: 0.9266; val_auprc_score: 0.9864; val_best_acc_score: 0.9352; val_best_f1_score: 0.9639; train_kl_reg_loss: 14830.2844; train_edge_recon_loss: 613787.5394; train_cat_covariates_contrastive_loss: 949150.4529; train_gene_expr_recon_loss: 1842439.7326; train_masked_gp_l1_reg_loss: 10066.9001; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12077.0524; train_global_loss: 3442351.9627; train_optim_loss: 3442351.9627; val_kl_reg_loss: 12717.7118; val_edge_recon_loss: 634990.0593; val_cat_covariates_contrastive_loss: 949299.0704; val_gene_expr_recon_loss: 1844805.4302; val_masked_gp_l1_reg_loss: 10083.6680; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12093.0498; val_global_loss: 3463989.0262; val_optim_loss: 3463989.0262
Epoch 45/400 |██------------------| 11.2% val_auroc_score: 0.9240; val_auprc_score: 0.9858; val_best_acc_score: 0.9340; val_best_f1_score: 0.9633; train_kl_reg_loss: 14177.7293; train_edge_recon_loss: 610986.4727; train_cat_covariates_contrastive_loss: 948957.0238; train_gene_expr_recon_loss: 1840703.5029; train_masked_gp_l1_reg_loss: 10108.1749; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12077.4981; train_global_loss: 3437010.4003; train_optim_loss: 3437010.4003; val_kl_reg_loss: 12726.1748; val_edge_recon_loss: 632262.0664; val_cat_covariates_contrastive_loss: 948789.7431; val_gene_expr_recon_loss: 1842477.2650; val_masked_gp_l1_reg_loss: 10134.9443; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12064.0947; val_global_loss: 3458454.2562; val_optim_loss: 3458454.2562
Epoch 46/400 |██------------------| 11.5% val_auroc_score: 0.9237; val_auprc_score: 0.9857; val_best_acc_score: 0.9349; val_best_f1_score: 0.9638; train_kl_reg_loss: 14103.7183; train_edge_recon_loss: 611044.8084; train_cat_covariates_contrastive_loss: 948683.3840; train_gene_expr_recon_loss: 1838895.4539; train_masked_gp_l1_reg_loss: 10144.8223; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12055.6416; train_global_loss: 3434927.8275; train_optim_loss: 3434927.8275; val_kl_reg_loss: 12889.3123; val_edge_recon_loss: 636452.9361; val_cat_covariates_contrastive_loss: 948997.8129; val_gene_expr_recon_loss: 1841587.1273; val_masked_gp_l1_reg_loss: 10166.6426; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12040.0273; val_global_loss: 3462133.9429; val_optim_loss: 3462133.9429
Epoch 47/400 |██------------------| 11.8% val_auroc_score: 0.9260; val_auprc_score: 0.9863; val_best_acc_score: 0.9363; val_best_f1_score: 0.9646; train_kl_reg_loss: 13989.1867; train_edge_recon_loss: 610562.1021; train_cat_covariates_contrastive_loss: 948654.1940; train_gene_expr_recon_loss: 1837635.3558; train_masked_gp_l1_reg_loss: 10171.3874; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12047.7018; train_global_loss: 3433059.9232; train_optim_loss: 3433059.9232; val_kl_reg_loss: 13016.7581; val_edge_recon_loss: 636902.3664; val_cat_covariates_contrastive_loss: 949305.3405; val_gene_expr_recon_loss: 1839920.9074; val_masked_gp_l1_reg_loss: 10183.0645; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12040.8574; val_global_loss: 3461369.1258; val_optim_loss: 3461369.1258
